instance_id,exit_status,steps,trace_tokens,billed_tokens,cost_usd,correct
sqlfluff-46,Submitted,8,8746,8746,0.0,
streamlink-0,Submitted,4,5928,5928,0.0,
streamlink-1,Submitted,5,5373,5373,0.0,
streamlink-2,Submitted,4,3174,3174,0.0,
streamlink-3,Submitted,2,1213,1213,0.0,
scikit-learn-31,OSError,5,7081,7081,0.0,
streamlink-4,Submitted,4,2928,2928,0.0,
streamlink-7,Submitted,1,532,532,0.0,
streamlink-6,Submitted,7,5547,5547,0.0,
streamlink-8,Submitted,6,6178,6178,0.0,
streamlink-9,Submitted,4,2937,2937,0.0,
streamlink-5,Submitted,11,16030,16030,0.0,
streamlink-11,Submitted,7,8422,8422,0.0,
streamlink-10,Submitted,10,12297,12297,0.0,
streamlink-12,Submitted,10,13315,13315,0.0,
streamlink-15,Submitted,7,6019,6019,0.0,
streamlink-13,Submitted,12,38761,38761,0.0,
streamlink-17,Submitted,6,4882,4882,0.0,
streamlink-14,Submitted,11,16326,16326,0.0,
streamlink-18,Submitted,3,1943,1943,0.0,
streamlink-16,Submitted,8,9204,9204,0.0,
streamlink-20,Submitted,2,1385,1385,0.0,
streamlink-19,Submitted,4,8030,8030,0.0,
streamlink-21,Submitted,2,1479,1479,0.0,
streamlink-22,Submitted,3,2177,2177,0.0,
streamlink-24,Submitted,3,2243,2243,0.0,
streamlink-23,Submitted,6,7969,7969,0.0,
sqlfluff-13,Submitted,2,1420,1420,0.0,
streamlink-25,Submitted,5,7206,7206,0.0,
streamlink-28,Submitted,3,2048,2048,0.0,
streamlink-27,Submitted,6,5577,5577,0.0,
streamlink-29,Submitted,5,4729,4729,0.0,
streamlink-26,Submitted,8,9812,9812,0.0,
streamlink-30,Submitted,3,2160,2160,0.0,
streamlink-31,Submitted,4,3593,3593,0.0,
streamlink-35,Submitted,2,1222,1222,0.0,
streamlink-34,Submitted,7,5684,5684,0.0,
streamlink-33,Submitted,7,7219,7219,0.0,
streamlink-36,Submitted,7,6316,6316,0.0,
streamlink-37,Submitted,9,8338,8338,0.0,
streamlink-38,Submitted,6,4656,4656,0.0,
streamlink-39,Submitted,3,2061,2061,0.0,
streamlink-41,Submitted,4,3899,3899,0.0,
streamlink-32,LimitsExceeded,30,63776,63776,0.0,
streamlink-43,Submitted,10,9796,9796,0.0,
streamlink-45,Submitted,3,1940,1940,0.0,
streamlink-44,Submitted,12,25894,25894,0.0,
streamlink-46,Submitted,7,6442,6442,0.0,
streamlink-47,Submitted,1,563,563,0.0,
sympy-1,Submitted,2,1368,1368,0.0,
streamlink-40,LimitsExceeded,30,64555,64555,0.0,
sympy-2,Submitted,2,3128,3128,0.0,
sympy-4,Submitted,2,1139,1139,0.0,
sympy-3,Submitted,3,3457,3457,0.0,
sympy-0,Submitted,10,10682,10682,0.0,
sympy-5,Submitted,2,1161,1161,0.0,
sympy-6,Submitted,2,1227,1227,0.0,
sympy-7,Submitted,2,1366,1366,0.0,
sympy-8,Submitted,2,1295,1295,0.0,
sympy-9,Submitted,2,1586,1586,0.0,
sympy-10,Submitted,3,4677,4677,0.0,
sympy-11,Submitted,3,2010,2010,0.0,
sympy-12,Submitted,2,1340,1340,0.0,
sympy-13,Submitted,3,3299,3299,0.0,
sympy-15,Submitted,4,3398,3398,0.0,
streamlink-42,Submitted,30,197086,197086,0.0,
sympy-14,Submitted,5,3891,3891,0.0,
sympy-17,Submitted,3,1786,1786,0.0,
sympy-18,Submitted,3,1915,1915,0.0,
sympy-21,Submitted,2,1691,1691,0.0,
sympy-22,Submitted,1,548,548,0.0,
sympy-20,Submitted,8,7329,7329,0.0,
sympy-16,Submitted,12,19730,19730,0.0,
sympy-25,Submitted,3,2649,2649,0.0,
sympy-19,Submitted,16,29716,29716,0.0,
sympy-26,Submitted,6,6310,6310,0.0,
sympy-28,Submitted,2,1064,1064,0.0,
sympy-27,Submitted,4,4157,4157,0.0,
sympy-30,Submitted,2,1169,1169,0.0,
sympy-29,Submitted,7,5564,5564,0.0,
sympy-31,Submitted,8,6810,6810,0.0,
sympy-32,Submitted,8,6897,6897,0.0,
sympy-33,Submitted,4,2758,2758,0.0,
sympy-34,Submitted,4,2708,2708,0.0,
sympy-23,LimitsExceeded,30,94883,94883,0.0,
sympy-35,Submitted,4,2692,2692,0.0,
sympy-36,Submitted,2,1256,1256,0.0,
sympy-38,Submitted,8,7423,7423,0.0,
sympy-37,Submitted,10,10386,10386,0.0,
sympy-41,Submitted,3,1978,1978,0.0,
sympy-39,Submitted,14,16873,16873,0.0,
sympy-40,Submitted,7,6322,6322,0.0,
sympy-43,Submitted,1,518,518,0.0,
sympy-42,Submitted,4,3150,3150,0.0,
sympy-24,LimitsExceeded,30,128064,128064,0.0,
sympy-44,Submitted,3,2915,2915,0.0,
sympy-47,Submitted,8,8496,8496,0.0,
xarray-0,Submitted,8,8726,8726,0.0,
sympy-46,Submitted,10,15425,15425,0.0,
xarray-2,Submitted,3,4286,4286,0.0,
xarray-1,Submitted,6,5543,5543,0.0,
xarray-5,Submitted,4,4606,4606,0.0,
xarray-4,Submitted,5,4538,4538,0.0,
xarray-3,Submitted,6,13923,13923,0.0,
xarray-7,Submitted,2,1328,1328,0.0,
xarray-6,Submitted,2,1506,1506,0.0,
sympy-45,Submitted,23,48721,48721,0.0,
xarray-9,Submitted,2,1401,1401,0.0,
xarray-8,Submitted,4,2938,2938,0.0,
xarray-12,Submitted,2,1669,1669,0.0,
xarray-13,Submitted,3,2810,2810,0.0,
xarray-11,Submitted,7,8964,8964,0.0,
xarray-10,Submitted,6,6782,6782,0.0,
xarray-14,Submitted,3,2143,2143,0.0,
xarray-15,Submitted,2,1280,1280,0.0,
xarray-16,Submitted,2,1425,1425,0.0,
xarray-17,Submitted,3,1825,1825,0.0,
xarray-18,Submitted,4,2866,2866,0.0,
xarray-19,Submitted,3,1865,1865,0.0,
xarray-22,Submitted,4,3275,3275,0.0,
xarray-21,Submitted,5,4557,4557,0.0,
xarray-24,Submitted,9,8242,8242,0.0,
xarray-26,Submitted,1,520,520,0.0,
xarray-25,Submitted,5,4878,4878,0.0,
xarray-27,Submitted,9,10739,10739,0.0,
xarray-29,Submitted,4,5882,5882,0.0,
xarray-20,LimitsExceeded,30,126744,126744,0.0,
xarray-30,Submitted,6,5166,5166,0.0,
xarray-32,Submitted,6,4551,4551,0.0,
xarray-33,Submitted,2,1106,1106,0.0,
xarray-34,Submitted,3,1976,1976,0.0,
xarray-23,LimitsExceeded,30,157161,157161,0.0,
xarray-35,Submitted,4,2605,2605,0.0,
xarray-36,Submitted,2,1234,1234,0.0,
xarray-38,Submitted,3,4229,4229,0.0,
xarray-37,Submitted,6,6023,6023,0.0,
xarray-39,Submitted,1,520,520,0.0,
xarray-41,Submitted,2,1174,1174,0.0,
xarray-42,Submitted,3,7409,7409,0.0,
xarray-28,Submitted,30,92862,97585,0.0,
xarray-43,Submitted,4,3163,3163,0.0,
xarray-40,Submitted,8,9458,9868,0.0,
xarray-44,Submitted,7,7027,7027,0.0,
xarray-45,Submitted,5,13614,13614,0.0,
xarray-47,Submitted,5,3875,3875,0.0,
xarray-46,Submitted,8,10319,10319,0.0,
xarray-31,ContextWindowExceededError,8,96915,140059,0.0,
