instance_id,exit_status,steps,trace_tokens,billed_tokens,cost_usd,correct
sqlfluff-40,Submitted,23,79629,79629,0.0,
streamlink-1,OSError,7,12730,12730,0.0,
sqlfluff-47,Submitted,8,23776,23776,0.0,
streamlink-4,Submitted,6,8633,8633,0.0,
streamlink-2,Submitted,23,103145,103145,0.0,
streamlink-5,Submitted,3,2508,2508,0.0,
streamlink-3,Submitted,13,31429,31429,0.0,
streamlink-0,Submitted,36,193273,193273,0.0,
streamlink-8,Submitted,9,10504,10504,0.0,
streamlink-9,Submitted,4,3714,3714,0.0,
streamlink-11,Submitted,9,16063,16063,0.0,
streamlink-10,Submitted,8,15401,15401,0.0,
streamlink-7,Submitted,34,105189,105189,0.0,
streamlink-6,Submitted,46,189013,189013,0.0,
streamlink-12,Submitted,26,105936,105936,0.0,
streamlink-14,Submitted,21,69653,69653,0.0,
streamlink-16,Submitted,22,53589,53589,0.0,
streamlink-15,Submitted,22,96232,96232,0.0,
streamlink-19,Submitted,5,13104,13104,0.0,
streamlink-17,Submitted,36,171660,171660,0.0,
streamlink-20,Submitted,17,48349,48349,0.0,
streamlink-13,Submitted,70,435054,435054,0.0,
streamlink-18,Submitted,50,198999,198999,0.0,
streamlink-22,Submitted,13,21660,21660,0.0,
streamlink-21,Submitted,19,72698,72698,0.0,
streamlink-24,Submitted,6,9030,9030,0.0,
streamlink-23,Submitted,25,70996,70996,0.0,
streamlink-27,Submitted,1,2110,2110,0.0,
streamlink-28,Submitted,4,6898,6898,0.0,
streamlink-25,Submitted,12,49165,49165,0.0,
streamlink-26,Submitted,9,17677,17677,0.0,
streamlink-30,Submitted,4,4354,4354,0.0,
streamlink-29,Submitted,4,6434,6434,0.0,
streamlink-31,Submitted,4,6221,6221,0.0,
streamlink-35,Submitted,4,5006,5006,0.0,
streamlink-33,Submitted,7,26462,26462,0.0,
streamlink-36,Submitted,14,25116,25116,0.0,
streamlink-32,Submitted,39,152007,152007,0.0,
streamlink-34,Submitted,29,112097,112097,0.0,
streamlink-40,Submitted,12,28917,28917,0.0,
streamlink-39,Submitted,15,53657,53657,0.0,
streamlink-41,Submitted,13,27680,27680,0.0,
streamlink-42,Submitted,1,1368,1368,0.0,
streamlink-37,Submitted,36,192912,192912,0.0,
streamlink-44,Submitted,28,57690,57690,0.0,
streamlink-43,Submitted,26,81681,81681,0.0,
streamlink-45,Submitted,34,135972,135972,0.0,
streamlink-38,Submitted,70,618205,618205,0.0,
streamlink-46,Submitted,36,108251,108251,0.0,
sympy-1,Submitted,4,5023,5023,0.0,
sympy-0,Submitted,4,7395,7395,0.0,
sympy-4,Submitted,4,4499,4499,0.0,
sympy-3,Submitted,5,9063,9063,0.0,
sympy-2,Submitted,3,6543,6543,0.0,
sympy-5,Submitted,4,5067,5067,0.0,
sympy-7,Submitted,4,4120,4120,0.0,
sympy-6,Submitted,4,4369,4369,0.0,
sympy-8,Submitted,3,5393,5393,0.0,
sympy-11,Submitted,3,3892,3892,0.0,
sympy-9,Submitted,3,3191,3191,0.0,
sympy-10,Submitted,4,17963,17963,0.0,
sympy-12,Submitted,6,13366,13366,0.0,
sympy-14,Submitted,4,4542,4542,0.0,
sympy-15,Submitted,4,6601,6601,0.0,
streamlink-47,Submitted,52,293761,293761,0.0,
sympy-13,Submitted,9,16215,16215,0.0,
sympy-18,Submitted,1,1523,1523,0.0,
sympy-16,Submitted,5,6241,6241,0.0,
sympy-17,Submitted,5,8906,8906,0.0,
sympy-19,Submitted,8,10936,10936,0.0,
sympy-21,Submitted,7,13498,13498,0.0,
sympy-22,Submitted,12,47313,47313,0.0,
sympy-20,Submitted,8,21336,21336,0.0,
sympy-26,Submitted,4,5288,5288,0.0,
sympy-24,Submitted,7,13554,13554,0.0,
sympy-27,Submitted,1,932,932,0.0,
sympy-29,Submitted,1,620,620,0.0,
sympy-25,Submitted,5,24363,24363,0.0,
sympy-28,Submitted,2,1437,1437,0.0,
sympy-30,Submitted,1,708,708,0.0,
sympy-32,Submitted,2,1988,1988,0.0,
sympy-34,Submitted,1,617,617,0.0,
sympy-33,Submitted,2,1971,1971,0.0,
sympy-31,Submitted,3,3595,3595,0.0,
sympy-35,Submitted,1,759,759,0.0,
sympy-36,Submitted,3,6384,6384,0.0,
sympy-23,Submitted,26,98828,98828,0.0,
sympy-37,Submitted,9,36594,36594,0.0,
sympy-40,Submitted,6,7753,7753,0.0,
sympy-42,Submitted,2,3344,3344,0.0,
sympy-41,Submitted,4,7424,7424,0.0,
sympy-39,Submitted,7,13134,13134,0.0,
sympy-44,Submitted,4,4314,4314,0.0,
sympy-38,Submitted,22,108215,108215,0.0,
sympy-43,Submitted,4,15452,15452,0.0,
xarray-0,Submitted,8,27075,27075,0.0,
sympy-45,Submitted,2,3989,3989,0.0,
sympy-46,Submitted,12,33997,33997,0.0,
xarray-1,Submitted,6,9923,9923,0.0,
xarray-4,Submitted,1,749,749,0.0,
xarray-5,Submitted,1,1886,1886,0.0,
sympy-47,Submitted,6,15170,15170,0.0,
xarray-2,Submitted,12,28633,28633,0.0,
xarray-6,Submitted,5,7315,7315,0.0,
xarray-7,Submitted,6,9721,9721,0.0,
xarray-8,Submitted,4,12976,12976,0.0,
xarray-3,Submitted,6,18975,18975,0.0,
xarray-9,Submitted,3,4103,4103,0.0,
xarray-12,Submitted,4,5989,5989,0.0,
xarray-13,Submitted,6,8639,8639,0.0,
xarray-11,Submitted,14,40496,40496,0.0,
xarray-10,Submitted,7,16437,16437,0.0,
xarray-16,Submitted,1,1373,1373,0.0,
xarray-14,Submitted,1,2169,2169,0.0,
xarray-18,Submitted,4,4618,4618,0.0,
xarray-19,Submitted,6,9237,9237,0.0,
xarray-20,OSError,1,671,671,0.0,
xarray-15,Submitted,6,12087,12087,0.0,
xarray-17,Submitted,5,8817,8817,0.0,
xarray-23,Submitted,3,3523,3523,0.0,
xarray-21,Submitted,6,11468,11468,0.0,
xarray-22,Submitted,1,1815,1815,0.0,
xarray-24,Submitted,4,14457,14457,0.0,
xarray-28,Submitted,4,8212,8212,0.0,
xarray-26,Submitted,4,6201,6201,0.0,
xarray-29,Submitted,3,4027,4027,0.0,
xarray-25,Submitted,8,12592,12592,0.0,
xarray-31,Submitted,2,1745,1745,0.0,
xarray-32,Submitted,2,1523,1523,0.0,
xarray-30,Submitted,5,9284,9284,0.0,
xarray-34,Submitted,1,585,585,0.0,
xarray-33,Submitted,3,2834,2834,0.0,
xarray-35,Submitted,2,1484,1484,0.0,
xarray-37,Submitted,4,6878,6878,0.0,
xarray-39,Submitted,1,1002,1002,0.0,
xarray-36,Submitted,6,11801,11801,0.0,
xarray-38,Submitted,6,14688,14688,0.0,
xarray-27,Submitted,6,14557,14557,0.0,
xarray-41,Submitted,4,5344,5344,0.0,
xarray-43,Submitted,5,10349,10349,0.0,
xarray-40,Submitted,5,14144,14144,0.0,
xarray-44,Submitted,4,7275,7275,0.0,
xarray-45,Submitted,3,5334,5334,0.0,
xarray-47,Submitted,5,11715,11715,0.0,
xarray-46,Submitted,10,24402,24402,0.0,
xarray-42,Submitted,3,8928,8928,0.0,
